FIPS,Year,Real_Weighted_Center_Price,Real_Weighted_Family_Care_Price
16011,2019,39.812588619690516,35.895855167170126
16011,2020,40.59764582129038,36.30197054105553
16011,2021,40.24470462378731,35.71127667978384
16011,2022,38.96111796365895,34.34718836204783
16013,1990,57.91565860798861,47.50289425080948
16013,1991,58.62934192240907,48.09227207708829
16013,1992,59.19199376084445,48.5569587271912
16013,1993,59.683611457493406,48.96300384907853
16013,1994,60.07423055910046,49.28564675983911
16013,1995,60.514540773868724,49.649350568681434
16013,1996,60.96887467176379,50.02465706233156
16013,1997,61.3824662790025,50.3663245865128
16013,1998,61.704086429434085,50.632025437990194
16013,1999,62.178725737349765,51.02415759209178
16013,2000,62.787498956302606,51.52713679353213
16013,2001,63.43144387491259,52.05921159655778
16013,2002,63.77673389557593,52.34453085460802
16013,2003,64.15600873880534,52.65794448898625
16013,2004,64.57722377286704,53.006030162953074
16013,2005,65.13137316648309,53.46399428638218
16013,2006,65.75563727509423,53.979934873545744
16013,2007,66.34135212348141,54.46404566553
16013,2008,66.99108809722075,55.00110585347221
16013,2009,66.9196785210356,54.942078228721826
16013,2010,67.12549887268531,55.11221184475475
16013,2011,67.66102074335497,55.5548973740568
16013,2012,115.14097841429407,108.44349961556559
16013,2013,95.04969807992399,88.37805595133092
16013,2014,75.4527772574106,68.62047193833303
16013,2015,57.371401399547814,49.89678277746916
16013,2016,59.88933969394598,50.96698806151583
16013,2017,61.74012340347947,51.5204728867394
16013,2018,63.13205172520763,51.74799851605937
16013,2019,64.48554343135442,50.3914678503175
16013,2020,66.34018888206202,49.52912790197426
16013,2021,66.29935465319856,47.38649618194931
16013,2022,65.08381757408355,44.38661824438082
16015,1990,43.24786681022847,36.90997297201272
16015,1991,43.78080179998065,37.36792232397001
16015,1992,44.20095573337344,37.72898604369192
16015,1993,44.56806572015848,38.04448501929432
16015,1994,44.85975614181424,38.29518008332361
16015,1995,45.18855284345194,38.57777965890549
16015,1996,45.527821572769724,38.86939457532947
16015,1997,45.8366664546826,39.13487185375297
16015,1998,46.07683268543374,39.341322669042036
16015,1999,46.431264251352296,39.64601120302752
16015,2000,46.885858807016675,40.03682841581937
16015,2001,47.36671743389801,40.450253048328605
16015,2002,47.62455887407965,40.6719474580929
